OrderID,OrderLineID,DateKey,CustomerKey,ProductKey,StoreKey,Quantity,UnitPrice,UnitCost,DiscountPct,GrossAmount,DiscountAmount,NetAmount,TotalCost
13953,13953-18,20230116,156,18,2,7,99,52.59,0.15,693,103.95,589.05,368.13
13954,13954-16,20230116,88,16,1,3,120,53.5,0.2,360,72.0,288.0,160.5
13954,13954-14,20230116,88,14,1,4,35,15.86,0.0,140,0.0,140.0,63.44
13954,13954-11,20230116,88,11,1,4,449,181.91,0.0,1796,0.0,1796.0,727.64
13954,13954-18,20230116,88,18,1,3,99,52.59,0.0,297,0.0,297.0,157.77
13955,13955-2,20230116,1,2,1,4,999,637.04,0.0,3996,0.0,3996.0,2548.16
13955,13955-10,20230116,1,10,1,2,599,345.63,0.0,1198,0.0,1198.0,691.26
13955,13955-18,20230116,1,18,1,3,99,52.59,0.0,297,0.0,297.0,157.77
13956,13956-20,20230117,74,20,2,1,59,27.9,0.0,59,0.0,59.0,27.9
13957,13957-12,20230117,200,12,1,4,79,50.76,0.0,316,0.0,316.0,203.04
13957,13957-7,20230117,200,7,1,4,29,12.02,0.0,116,0.0,116.0,48.08
13958,13958-2,20230117,23,2,5,2,999,637.04,0.0,1998,0.0,1998.0,1274.08
13959,13959-4,20230117,151,4,3,2,799,439.18,0.0,1598,0.0,1598.0,878.36
13959,13959-18,20230117,151,18,3,2,99,52.59,0.0,198,0.0,198.0,105.18
13960,13960-12,20230117,141,12,3,2,79,50.76,0.0,158,0.0,158.0,101.52
13960,13960-5,20230117,141,5,3,2,499,219.06,0.0,998,0.0,998.0,438.12
13960,13960-2,20230117,141,2,3,2,999,637.04,0.0,1998,0.0,1998.0,1274.08
13961,13961-5,20230117,105,5,2,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
13961,13961-21,20230117,105,21,2,4,79,43.68,0.0,316,0.0,316.0,174.72
13962,13962-10,20230117,23,10,1,6,599,345.63,0.1,3594,359.4,3234.6,2073.78
13962,13962-2,20230117,23,2,1,5,999,637.04,0.0,4995,0.0,4995.0,3185.2
13963,13963-2,20230117,142,2,3,3,999,637.04,0.0,2997,0.0,2997.0,1911.12
13964,13964-4,20230118,97,4,3,1,799,439.18,0.0,799,0.0,799.0,439.18
13965,13965-5,20230118,190,5,2,3,499,219.06,0.1,1497,149.7,1347.3,657.18
13966,13966-13,20230119,22,13,5,1,12,7.3,0.05,12,0.6,11.4,7.3
13966,13966-11,20230119,22,11,5,5,449,181.91,0.0,2245,0.0,2245.0,909.55
13967,13967-5,20230119,146,5,5,5,499,219.06,0.1,2495,249.5,2245.5,1095.3
13967,13967-21,20230119,146,21,5,6,79,43.68,0.0,474,0.0,474.0,262.08
13967,13967-10,20230119,146,10,5,4,599,345.63,0.0,2396,0.0,2396.0,1382.52
13968,13968-21,20230119,34,21,1,5,79,43.68,0.0,395,0.0,395.0,218.4
13969,13969-8,20230119,156,8,2,7,49,30.21,0.0,343,0.0,343.0,211.47
13969,13969-16,20230119,156,16,2,4,120,53.5,0.0,480,0.0,480.0,214.0
13969,13969-14,20230119,156,14,2,7,35,15.86,0.0,245,0.0,245.0,111.02
13970,13970-17,20230119,69,17,2,2,45,21.42,0.0,90,0.0,90.0,42.84
13971,13971-7,20230119,75,7,5,1,29,12.02,0.0,29,0.0,29.0,12.02
13972,13972-13,20230119,95,13,1,1,12,7.3,0.0,12,0.0,12.0,7.3
13973,13973-4,20230119,87,4,1,6,799,439.18,0.0,4794,0.0,4794.0,2635.08
13973,13973-12,20230119,87,12,1,4,79,50.76,0.0,316,0.0,316.0,203.04
13974,13974-5,20230120,30,5,3,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
13974,13974-7,20230120,30,7,3,3,29,12.02,0.0,87,0.0,87.0,36.06
13974,13974-14,20230120,30,14,3,2,35,15.86,0.0,70,0.0,70.0,31.72
13974,13974-19,20230120,30,19,3,7,199,101.09,0.1,1393,139.3,1253.7,707.63
13975,13975-15,20230120,85,15,4,4,8,3.56,0.0,32,0.0,32.0,14.24
13975,13975-12,20230120,85,12,4,7,79,50.76,0.2,553,110.6,442.4,355.32
13976,13976-17,20230120,17,17,5,2,45,21.42,0.1,90,9.0,81.0,42.84
13977,13977-7,20230120,165,7,3,2,29,12.02,0.0,58,0.0,58.0,24.04
13978,13978-2,20230120,68,2,2,3,999,637.04,0.0,2997,0.0,2997.0,1911.12
13978,13978-14,20230120,68,14,2,3,35,15.86,0.0,105,0.0,105.0,47.58
13978,13978-6,20230120,68,6,2,4,1199,526.36,0.0,4796,0.0,4796.0,2105.44
13979,13979-19,20230120,40,19,2,2,199,101.09,0.15,398,59.7,338.3,202.18
13979,13979-9,20230120,40,9,2,7,89,48.97,0.0,623,0.0,623.0,342.79
13980,13980-2,20230120,120,2,2,1,999,637.04,0.0,999,0.0,999.0,637.04
13980,13980-4,20230120,120,4,2,4,799,439.18,0.0,3196,0.0,3196.0,1756.72
13981,13981-5,20230120,179,5,3,3,499,219.06,0.0,1497,0.0,1497.0,657.18
13981,13981-20,20230120,179,20,3,3,59,27.9,0.0,177,0.0,177.0,83.7
13982,13982-16,20230120,48,16,1,5,120,53.5,0.1,600,60.0,540.0,267.5
13983,13983-20,20230120,112,20,3,6,59,27.9,0.0,354,0.0,354.0,167.4
13984,13984-7,20230120,46,7,2,4,29,12.02,0.0,116,0.0,116.0,48.08
13984,13984-14,20230120,46,14,2,5,35,15.86,0.0,175,0.0,175.0,79.3
13984,13984-12,20230120,46,12,2,4,79,50.76,0.0,316,0.0,316.0,203.04
13985,13985-15,20230120,161,15,4,1,8,3.56,0.0,8,0.0,8.0,3.56
13985,13985-18,20230120,161,18,4,5,99,52.59,0.0,495,0.0,495.0,262.95
13986,13986-9,20230120,9,9,1,7,89,48.97,0.0,623,0.0,623.0,342.79
13987,13987-9,20230120,174,9,1,2,89,48.97,0.0,178,0.0,178.0,97.94
13987,13987-21,20230120,174,21,1,7,79,43.68,0.0,553,0.0,553.0,305.76
13988,13988-8,20230120,82,8,2,4,49,30.21,0.0,196,0.0,196.0,120.84
13989,13989-5,20230120,69,5,1,4,499,219.06,0.0,1996,0.0,1996.0,876.24
13990,13990-13,20230120,97,13,1,3,12,7.3,0.0,36,0.0,36.0,21.9
13991,13991-11,20230120,57,11,2,4,449,181.91,0.0,1796,0.0,1796.0,727.64
13992,13992-12,20230121,123,12,2,2,79,50.76,0.0,158,0.0,158.0,101.52
13992,13992-6,20230121,123,6,2,2,1199,526.36,0.0,2398,0.0,2398.0,1052.72
13993,13993-7,20230121,25,7,2,4,29,12.02,0.1,116,11.6,104.4,48.08
13993,13993-12,20230121,25,12,2,3,79,50.76,0.0,237,0.0,237.0,152.28
13994,13994-21,20230121,167,21,3,5,79,43.68,0.05,395,19.75,375.25,218.4
13995,13995-7,20230121,8,7,5,7,29,12.02,0.0,203,0.0,203.0,84.14
13995,13995-10,20230121,8,10,5,4,599,345.63,0.0,2396,0.0,2396.0,1382.52
13995,13995-13,20230121,8,13,5,2,12,7.3,0.0,24,0.0,24.0,14.6
13996,13996-11,20230121,152,11,1,1,449,181.91,0.2,449,89.8,359.2,181.91
13997,13997-16,20230121,69,16,2,6,120,53.5,0.0,720,0.0,720.0,321.0
13998,13998-9,20230121,104,9,1,6,89,48.97,0.0,534,0.0,534.0,293.82
13998,13998-8,20230121,104,8,1,4,49,30.21,0.0,196,0.0,196.0,120.84
13999,13999-19,20230121,8,19,2,4,199,101.09,0.2,796,159.2,636.8,404.36
14000,14000-16,20230121,37,16,5,2,120,53.5,0.0,240,0.0,240.0,107.0
14001,14001-11,20230121,168,11,1,3,449,181.91,0.15,1347,202.05,1144.95,545.73
14002,14002-5,20230121,50,5,2,5,499,219.06,0.0,2495,0.0,2495.0,1095.3
14002,14002-1,20230121,50,1,2,5,1299,641.23,0.0,6495,0.0,6495.0,3206.15
14003,14003-9,20230121,179,9,2,5,89,48.97,0.2,445,89.0,356.0,244.85
14003,14003-11,20230121,179,11,2,5,449,181.91,0.0,2245,0.0,2245.0,909.55
14004,14004-2,20230121,54,2,4,3,999,637.04,0.0,2997,0.0,2997.0,1911.12
14004,14004-5,20230121,54,5,4,3,499,219.06,0.05,1497,74.85,1422.15,657.18
14005,14005-11,20230121,160,11,1,4,449,181.91,0.05,1796,89.8,1706.2,727.64
14006,14006-20,20230122,91,20,1,7,59,27.9,0.0,413,0.0,413.0,195.3
14007,14007-12,20230122,36,12,1,4,79,50.76,0.0,316,0.0,316.0,203.04
14007,14007-7,20230122,36,7,1,5,29,12.02,0.0,145,0.0,145.0,60.1
14008,14008-4,20230122,37,4,3,4,799,439.18,0.1,3196,319.6,2876.4,1756.72
14008,14008-10,20230122,37,10,3,1,599,345.63,0.05,599,29.95,569.05,345.63
14008,14008-6,20230122,37,6,3,5,1199,526.36,0.0,5995,0.0,5995.0,2631.8
14009,14009-18,20230122,171,18,1,5,99,52.59,0.0,495,0.0,495.0,262.95
14010,14010-16,20230122,122,16,1,1,120,53.5,0.0,120,0.0,120.0,53.5
14010,14010-11,20230122,122,11,1,2,449,181.91,0.0,898,0.0,898.0,363.82
14010,14010-12,20230122,122,12,1,6,79,50.76,0.0,474,0.0,474.0,304.56
14010,14010-2,20230122,122,2,1,5,999,637.04,0.0,4995,0.0,4995.0,3185.2
14011,14011-14,20230122,12,14,2,2,35,15.86,0.0,70,0.0,70.0,31.72
14012,14012-14,20230122,74,14,4,2,35,15.86,0.0,70,0.0,70.0,31.72
14012,14012-21,20230122,74,21,4,3,79,43.68,0.0,237,0.0,237.0,131.04
14013,14013-11,20230123,103,11,2,4,449,181.91,0.0,1796,0.0,1796.0,727.64
14014,14014-19,20230123,25,19,1,3,199,101.09,0.15,597,89.55,507.45,303.27
14014,14014-15,20230123,25,15,1,7,8,3.56,0.0,56,0.0,56.0,24.92
14014,14014-4,20230123,25,4,1,5,799,439.18,0.0,3995,0.0,3995.0,2195.9
14015,14015-9,20230123,20,9,2,6,89,48.97,0.2,534,106.8,427.2,293.82
14016,14016-8,20230123,107,8,2,4,49,30.21,0.0,196,0.0,196.0,120.84
14017,14017-20,20230123,51,20,4,2,59,27.9,0.0,118,0.0,118.0,55.8
14017,14017-13,20230123,51,13,4,7,12,7.3,0.0,84,0.0,84.0,51.1
14018,14018-10,20230123,25,10,3,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
14018,14018-21,20230123,25,21,3,2,79,43.68,0.0,158,0.0,158.0,87.36
14018,14018-11,20230123,25,11,3,3,449,181.91,0.1,1347,134.7,1212.3,545.73
14018,14018-12,20230123,25,12,3,7,79,50.76,0.0,553,0.0,553.0,355.32
14019,14019-7,20230123,91,7,2,1,29,12.02,0.0,29,0.0,29.0,12.02
14020,14020-3,20230123,5,3,1,3,1099,640.72,0.15,3297,494.55,2802.45,1922.16
14021,14021-13,20230123,148,13,2,4,12,7.3,0.0,48,0.0,48.0,29.2
14021,14021-1,20230123,148,1,2,1,1299,641.23,0.0,1299,0.0,1299.0,641.23
14021,14021-8,20230123,148,8,2,4,49,30.21,0.0,196,0.0,196.0,120.84
14022,14022-16,20230123,128,16,3,1,120,53.5,0.0,120,0.0,120.0,53.5
14023,14023-15,20230123,152,15,1,6,8,3.56,0.05,48,2.4,45.6,21.36
14024,14024-4,20230123,172,4,1,6,799,439.18,0.0,4794,0.0,4794.0,2635.08
14024,14024-5,20230123,172,5,1,4,499,219.06,0.0,1996,0.0,1996.0,876.24
14025,14025-16,20230124,130,16,3,4,120,53.5,0.15,480,72.0,408.0,214.0
14026,14026-3,20230124,68,3,3,1,1099,640.72,0.0,1099,0.0,1099.0,640.72
14027,14027-7,20230124,135,7,3,1,29,12.02,0.0,29,0.0,29.0,12.02
14028,14028-13,20230124,102,13,5,5,12,7.3,0.0,60,0.0,60.0,36.5
14029,14029-20,20230124,88,20,1,6,59,27.9,0.0,354,0.0,354.0,167.4
14029,14029-12,20230124,88,12,1,3,79,50.76,0.0,237,0.0,237.0,152.28
14030,14030-17,20230124,42,17,5,6,45,21.42,0.0,270,0.0,270.0,128.52
14030,14030-15,20230124,42,15,5,4,8,3.56,0.0,32,0.0,32.0,14.24
14031,14031-19,20230124,143,19,3,5,199,101.09,0.0,995,0.0,995.0,505.45
14032,14032-13,20230124,37,13,1,2,12,7.3,0.0,24,0.0,24.0,14.6
14032,14032-16,20230124,37,16,1,6,120,53.5,0.0,720,0.0,720.0,321.0
14033,14033-5,20230125,129,5,2,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
14033,14033-11,20230125,129,11,2,2,449,181.91,0.0,898,0.0,898.0,363.82
14034,14034-12,20230125,132,12,4,4,79,50.76,0.0,316,0.0,316.0,203.04
14035,14035-2,20230125,45,2,2,6,999,637.04,0.0,5994,0.0,5994.0,3822.24
14035,14035-5,20230125,45,5,2,4,499,219.06,0.0,1996,0.0,1996.0,876.24
14035,14035-9,20230125,45,9,2,7,89,48.97,0.0,623,0.0,623.0,342.79
14036,14036-18,20230125,87,18,1,7,99,52.59,0.0,693,0.0,693.0,368.13
14036,14036-2,20230125,87,2,1,3,999,637.04,0.15,2997,449.55,2547.45,1911.12
14036,14036-14,20230125,87,14,1,7,35,15.86,0.0,245,0.0,245.0,111.02
14037,14037-8,20230125,145,8,5,3,49,30.21,0.1,147,14.7,132.3,90.63
14038,14038-8,20230125,68,8,2,1,49,30.21,0.0,49,0.0,49.0,30.21
14039,14039-19,20230125,166,19,1,1,199,101.09,0.0,199,0.0,199.0,101.09
14040,14040-13,20230125,111,13,3,7,12,7.3,0.1,84,8.4,75.6,51.1
14040,14040-4,20230125,111,4,3,7,799,439.18,0.05,5593,279.65,5313.35,3074.26
14040,14040-20,20230125,111,20,3,4,59,27.9,0.05,236,11.8,224.2,111.6
14041,14041-19,20230125,94,19,2,1,199,101.09,0.0,199,0.0,199.0,101.09
14042,14042-9,20230125,80,9,2,6,89,48.97,0.0,534,0.0,534.0,293.82
14043,14043-8,20230126,112,8,1,3,49,30.21,0.0,147,0.0,147.0,90.63
14043,14043-3,20230126,112,3,1,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
14044,14044-3,20230126,131,3,2,4,1099,640.72,0.0,4396,0.0,4396.0,2562.88
14045,14045-20,20230126,67,20,2,3,59,27.9,0.0,177,0.0,177.0,83.7
14045,14045-13,20230126,67,13,2,5,12,7.3,0.0,60,0.0,60.0,36.5
14045,14045-6,20230126,67,6,2,1,1199,526.36,0.05,1199,59.95,1139.05,526.36
14046,14046-18,20230126,56,18,2,1,99,52.59,0.0,99,0.0,99.0,52.59
14046,14046-16,20230126,56,16,2,2,120,53.5,0.2,240,48.0,192.0,107.0
14047,14047-13,20230126,127,13,2,5,12,7.3,0.0,60,0.0,60.0,36.5
14048,14048-18,20230126,109,18,1,1,99,52.59,0.0,99,0.0,99.0,52.59
14049,14049-10,20230126,167,10,1,1,599,345.63,0.0,599,0.0,599.0,345.63
14050,14050-19,20230126,71,19,5,2,199,101.09,0.0,398,0.0,398.0,202.18
14050,14050-18,20230126,71,18,5,4,99,52.59,0.1,396,39.6,356.4,210.36
14050,14050-9,20230126,71,9,5,4,89,48.97,0.05,356,17.8,338.2,195.88
14050,14050-21,20230126,71,21,5,2,79,43.68,0.0,158,0.0,158.0,87.36
14051,14051-5,20230126,79,5,1,1,499,219.06,0.2,499,99.8,399.2,219.06
14051,14051-1,20230126,79,1,1,5,1299,641.23,0.0,6495,0.0,6495.0,3206.15
14052,14052-9,20230127,144,9,2,3,89,48.97,0.0,267,0.0,267.0,146.91
14052,14052-12,20230127,144,12,2,7,79,50.76,0.0,553,0.0,553.0,355.32
14053,14053-3,20230127,83,3,2,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
14054,14054-20,20230127,160,20,2,4,59,27.9,0.0,236,0.0,236.0,111.6
14054,14054-15,20230127,160,15,2,6,8,3.56,0.0,48,0.0,48.0,21.36
14055,14055-19,20230127,157,19,1,3,199,101.09,0.0,597,0.0,597.0,303.27
14055,14055-6,20230127,157,6,1,5,1199,526.36,0.0,5995,0.0,5995.0,2631.8
14056,14056-10,20230127,149,10,5,1,599,345.63,0.0,599,0.0,599.0,345.63
14056,14056-17,20230127,149,17,5,4,45,21.42,0.0,180,0.0,180.0,85.68
14057,14057-17,20230127,114,17,4,7,45,21.42,0.0,315,0.0,315.0,149.94
14058,14058-14,20230127,154,14,2,4,35,15.86,0.0,140,0.0,140.0,63.44
14058,14058-16,20230127,154,16,2,3,120,53.5,0.0,360,0.0,360.0,160.5
14059,14059-7,20230127,172,7,2,4,29,12.02,0.2,116,23.2,92.8,48.08
14060,14060-19,20230127,161,19,4,1,199,101.09,0.0,199,0.0,199.0,101.09
14061,14061-19,20230127,45,19,2,2,199,101.09,0.05,398,19.9,378.1,202.18
14062,14062-11,20230127,142,11,1,6,449,181.91,0.0,2694,0.0,2694.0,1091.46
14062,14062-10,20230127,142,10,1,6,599,345.63,0.0,3594,0.0,3594.0,2073.78
14062,14062-14,20230127,142,14,1,6,35,15.86,0.1,210,21.0,189.0,95.16
14063,14063-4,20230127,160,4,4,7,799,439.18,0.0,5593,0.0,5593.0,3074.26
14063,14063-1,20230127,160,1,4,3,1299,641.23,0.05,3897,194.85,3702.15,1923.69
14064,14064-9,20230128,64,9,5,2,89,48.97,0.0,178,0.0,178.0,97.94
14064,14064-6,20230128,64,6,5,7,1199,526.36,0.0,8393,0.0,8393.0,3684.52
14064,14064-11,20230128,64,11,5,4,449,181.91,0.0,1796,0.0,1796.0,727.64
14065,14065-16,20230128,30,16,1,5,120,53.5,0.0,600,0.0,600.0,267.5
14066,14066-13,20230128,68,13,1,7,12,7.3,0.0,84,0.0,84.0,51.1
14067,14067-3,20230128,42,3,2,4,1099,640.72,0.0,4396,0.0,4396.0,2562.88
14068,14068-17,20230128,63,17,1,4,45,21.42,0.0,180,0.0,180.0,85.68
14069,14069-13,20230128,47,13,1,7,12,7.3,0.0,84,0.0,84.0,51.1
14070,14070-8,20230128,191,8,3,3,49,30.21,0.0,147,0.0,147.0,90.63
14071,14071-21,20230128,103,21,1,2,79,43.68,0.0,158,0.0,158.0,87.36
14071,14071-14,20230128,103,14,1,6,35,15.86,0.0,210,0.0,210.0,95.16
14072,14072-13,20230128,29,13,2,4,12,7.3,0.05,48,2.4,45.6,29.2
14073,14073-14,20230128,180,14,4,2,35,15.86,0.0,70,0.0,70.0,31.72
14074,14074-3,20230128,65,3,1,2,1099,640.72,0.0,2198,0.0,2198.0,1281.44
14075,14075-2,20230128,109,2,3,3,999,637.04,0.0,2997,0.0,2997.0,1911.12
14075,14075-3,20230128,109,3,3,6,1099,640.72,0.15,6594,989.1,5604.9,3844.32
14075,14075-14,20230128,109,14,3,1,35,15.86,0.0,35,0.0,35.0,15.86
14076,14076-10,20230129,161,10,1,5,599,345.63,0.0,2995,0.0,2995.0,1728.15
14076,14076-16,20230129,161,16,1,6,120,53.5,0.2,720,144.0,576.0,321.0
14076,14076-7,20230129,161,7,1,6,29,12.02,0.0,174,0.0,174.0,72.12
14077,14077-8,20230129,108,8,5,7,49,30.21,0.0,343,0.0,343.0,211.47
14077,14077-4,20230129,108,4,5,4,799,439.18,0.0,3196,0.0,3196.0,1756.72
14077,14077-10,20230129,108,10,5,6,599,345.63,0.0,3594,0.0,3594.0,2073.78
14077,14077-20,20230129,108,20,5,1,59,27.9,0.0,59,0.0,59.0,27.9
14078,14078-4,20230129,92,4,2,7,799,439.18,0.05,5593,279.65,5313.35,3074.26
14078,14078-9,20230129,92,9,2,2,89,48.97,0.0,178,0.0,178.0,97.94
14079,14079-3,20230129,51,3,2,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
14079,14079-7,20230129,51,7,2,6,29,12.02,0.0,174,0.0,174.0,72.12
14079,14079-19,20230129,51,19,2,7,199,101.09,0.05,1393,69.65,1323.35,707.63
14080,14080-8,20230129,180,8,5,1,49,30.21,0.0,49,0.0,49.0,30.21
14080,14080-7,20230129,180,7,5,2,29,12.02,0.0,58,0.0,58.0,24.04
14081,14081-3,20230129,165,3,1,7,1099,640.72,0.0,7693,0.0,7693.0,4485.04
14081,14081-7,20230129,165,7,1,2,29,12.02,0.0,58,0.0,58.0,24.04
14081,14081-6,20230129,165,6,1,2,1199,526.36,0.1,2398,239.8,2158.2,1052.72
14082,14082-7,20230129,129,7,5,1,29,12.02,0.0,29,0.0,29.0,12.02
14083,14083-17,20230129,76,17,2,5,45,21.42,0.0,225,0.0,225.0,107.1
14084,14084-13,20230129,83,13,1,3,12,7.3,0.0,36,0.0,36.0,21.9
14084,14084-21,20230129,83,21,1,7,79,43.68,0.0,553,0.0,553.0,305.76
14084,14084-17,20230129,83,17,1,2,45,21.42,0.0,90,0.0,90.0,42.84
14084,14084-3,20230129,83,3,1,4,1099,640.72,0.0,4396,0.0,4396.0,2562.88
14085,14085-5,20230129,132,5,3,6,499,219.06,0.0,2994,0.0,2994.0,1314.36
14085,14085-13,20230129,132,13,3,1,12,7.3,0.0,12,0.0,12.0,7.3
14086,14086-5,20230129,49,5,3,2,499,219.06,0.0,998,0.0,998.0,438.12
14087,14087-16,20230129,169,16,2,3,120,53.5,0.0,360,0.0,360.0,160.5
14087,14087-18,20230129,169,18,2,7,99,52.59,0.0,693,0.0,693.0,368.13
14087,14087-9,20230129,169,9,2,6,89,48.97,0.0,534,0.0,534.0,293.82
14088,14088-11,20230129,31,11,1,4,449,181.91,0.0,1796,0.0,1796.0,727.64
14089,14089-5,20230130,150,5,2,6,499,219.06,0.2,2994,598.8,2395.2,1314.36
14090,14090-18,20230130,143,18,2,1,99,52.59,0.0,99,0.0,99.0,52.59
14090,14090-11,20230130,143,11,2,4,449,181.91,0.0,1796,0.0,1796.0,727.64
14090,14090-5,20230130,143,5,2,2,499,219.06,0.0,998,0.0,998.0,438.12
14091,14091-3,20230130,98,3,1,4,1099,640.72,0.0,4396,0.0,4396.0,2562.88
14091,14091-4,20230130,98,4,1,5,799,439.18,0.0,3995,0.0,3995.0,2195.9
14092,14092-18,20230130,145,18,2,5,99,52.59,0.0,495,0.0,495.0,262.95
14093,14093-13,20230130,170,13,4,5,12,7.3,0.05,60,3.0,57.0,36.5
14094,14094-17,20230130,173,17,2,5,45,21.42,0.15,225,33.75,191.25,107.1
14095,14095-11,20230130,185,11,1,7,449,181.91,0.0,3143,0.0,3143.0,1273.37
14095,14095-7,20230130,185,7,1,4,29,12.02,0.1,116,11.6,104.4,48.08
14095,14095-5,20230130,185,5,1,1,499,219.06,0.0,499,0.0,499.0,219.06
14096,14096-19,20230130,37,19,4,4,199,101.09,0.05,796,39.8,756.2,404.36
14096,14096-20,20230130,37,20,4,4,59,27.9,0.0,236,0.0,236.0,111.6
14097,14097-21,20230130,17,21,1,6,79,43.68,0.0,474,0.0,474.0,262.08
14097,14097-20,20230130,17,20,1,5,59,27.9,0.0,295,0.0,295.0,139.5
14098,14098-10,20230130,125,10,2,6,599,345.63,0.0,3594,0.0,3594.0,2073.78
14098,14098-4,20230130,125,4,2,7,799,439.18,0.0,5593,0.0,5593.0,3074.26
14099,14099-13,20230130,122,13,3,6,12,7.3,0.0,72,0.0,72.0,43.8
14099,14099-20,20230130,122,20,3,4,59,27.9,0.15,236,35.4,200.6,111.6
14099,14099-14,20230130,122,14,3,6,35,15.86,0.2,210,42.0,168.0,95.16
14100,14100-4,20230131,142,4,5,3,799,439.18,0.0,2397,0.0,2397.0,1317.54
14100,14100-10,20230131,142,10,5,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
14101,14101-14,20230131,14,14,2,6,35,15.86,0.0,210,0.0,210.0,95.16
14101,14101-17,20230131,14,17,2,7,45,21.42,0.0,315,0.0,315.0,149.94
14101,14101-9,20230131,14,9,2,7,89,48.97,0.0,623,0.0,623.0,342.79
14102,14102-21,20230131,54,21,2,1,79,43.68,0.1,79,7.9,71.1,43.68
14103,14103-14,20230131,31,14,3,6,35,15.86,0.0,210,0.0,210.0,95.16
14104,14104-17,20230131,125,17,2,2,45,21.42,0.0,90,0.0,90.0,42.84
14104,14104-5,20230131,125,5,2,4,499,219.06,0.0,1996,0.0,1996.0,876.24
14105,14105-13,20230131,136,13,3,2,12,7.3,0.0,24,0.0,24.0,14.6
14105,14105-18,20230131,136,18,3,4,99,52.59,0.0,396,0.0,396.0,210.36
14105,14105-20,20230131,136,20,3,3,59,27.9,0.0,177,0.0,177.0,83.7
14106,14106-16,20230131,104,16,5,7,120,53.5,0.0,840,0.0,840.0,374.5
14106,14106-14,20230131,104,14,5,1,35,15.86,0.0,35,0.0,35.0,15.86
14107,14107-21,20230131,30,21,1,4,79,43.68,0.05,316,15.8,300.2,174.72
14107,14107-19,20230131,30,19,1,4,199,101.09,0.0,796,0.0,796.0,404.36
14108,14108-15,20230131,33,15,4,1,8,3.56,0.0,8,0.0,8.0,3.56
14108,14108-11,20230131,33,11,4,7,449,181.91,0.1,3143,314.3,2828.7,1273.37
14109,14109-20,20230131,14,20,1,3,59,27.9,0.0,177,0.0,177.0,83.7
14110,14110-19,20230201,156,19,3,1,199,101.09,0.05,199,9.95,189.05,101.09
14110,14110-5,20230201,156,5,3,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
14110,14110-12,20230201,156,12,3,2,79,50.76,0.0,158,0.0,158.0,101.52
14110,14110-8,20230201,156,8,3,1,49,30.21,0.0,49,0.0,49.0,30.21
14111,14111-15,20230201,158,15,2,5,8,3.56,0.0,40,0.0,40.0,17.8
14112,14112-11,20230201,31,11,1,3,449,181.91,0.0,1347,0.0,1347.0,545.73
14113,14113-15,20230201,53,15,4,4,8,3.56,0.15,32,4.8,27.2,14.24
14114,14114-15,20230201,41,15,2,6,8,3.56,0.0,48,0.0,48.0,21.36
14114,14114-4,20230201,41,4,2,6,799,439.18,0.0,4794,0.0,4794.0,2635.08
14115,14115-2,20230201,11,2,5,1,999,637.04,0.0,999,0.0,999.0,637.04
14116,14116-6,20230201,82,6,4,7,1199,526.36,0.0,8393,0.0,8393.0,3684.52
14117,14117-18,20230201,164,18,5,3,99,52.59,0.0,297,0.0,297.0,157.77
14117,14117-12,20230201,164,12,5,6,79,50.76,0.1,474,47.4,426.6,304.56
14118,14118-19,20230201,142,19,2,4,199,101.09,0.0,796,0.0,796.0,404.36
14118,14118-5,20230201,142,5,2,3,499,219.06,0.0,1497,0.0,1497.0,657.18
14118,14118-10,20230201,142,10,2,7,599,345.63,0.0,4193,0.0,4193.0,2419.41
14119,14119-11,20230201,140,11,1,2,449,181.91,0.0,898,0.0,898.0,363.82
14120,14120-5,20230202,17,5,1,7,499,219.06,0.0,3493,0.0,3493.0,1533.42
14121,14121-14,20230202,53,14,5,7,35,15.86,0.0,245,0.0,245.0,111.02
14122,14122-8,20230202,4,8,1,4,49,30.21,0.1,196,19.6,176.4,120.84
14122,14122-21,20230202,4,21,1,1,79,43.68,0.15,79,11.85,67.15,43.68
14122,14122-9,20230202,4,9,1,2,89,48.97,0.0,178,0.0,178.0,97.94
14123,14123-19,20230202,144,19,5,1,199,101.09,0.0,199,0.0,199.0,101.09
14124,14124-14,20230202,46,14,2,1,35,15.86,0.0,35,0.0,35.0,15.86
14124,14124-11,20230202,46,11,2,6,449,181.91,0.0,2694,0.0,2694.0,1091.46
14124,14124-4,20230202,46,4,2,3,799,439.18,0.0,2397,0.0,2397.0,1317.54
14124,14124-21,20230202,46,21,2,2,79,43.68,0.0,158,0.0,158.0,87.36
14125,14125-16,20230202,161,16,5,7,120,53.5,0.0,840,0.0,840.0,374.5
14126,14126-2,20230202,80,2,1,2,999,637.04,0.0,1998,0.0,1998.0,1274.08
14126,14126-17,20230202,80,17,1,3,45,21.42,0.2,135,27.0,108.0,64.26
14126,14126-15,20230202,80,15,1,6,8,3.56,0.05,48,2.4,45.6,21.36
